0.050000 0.050000 0.047000 
0.050000 0.100000 0.046473 
0.050000 0.150000 0.046255 
0.050000 0.200000 0.046759 
0.050000 0.250000 0.046696 
0.050000 0.300000 0.046918 
0.050000 0.350000 0.046993 
0.050000 0.400000 0.047115 
0.050000 0.450000 0.046950 
0.050000 0.500000 0.047235 
0.050000 0.550000 0.047540 
0.050000 0.600000 0.047628 
0.050000 0.650000 0.047502 
0.050000 0.700000 0.047749 
0.050000 0.750000 0.047631 
0.050000 0.800000 0.047736 
0.050000 0.850000 0.047884 
0.050000 0.900000 0.048006 
0.050000 0.950000 0.048217 
0.100000 0.050000 0.093200 
0.100000 0.100000 0.094089 
0.100000 0.150000 0.093515 
0.100000 0.200000 0.093005 
0.100000 0.250000 0.093554 
0.100000 0.300000 0.093501 
0.100000 0.350000 0.093800 
0.100000 0.400000 0.093939 
0.100000 0.450000 0.094537 
0.100000 0.500000 0.094721 
0.100000 0.550000 0.094975 
0.100000 0.600000 0.095086 
0.100000 0.650000 0.094747 
0.100000 0.700000 0.095064 
0.100000 0.750000 0.095341 
0.100000 0.800000 0.095775 
0.100000 0.850000 0.095886 
0.100000 0.900000 0.095704 
0.100000 0.950000 0.096081 
0.150000 0.050000 0.139700 
0.150000 0.100000 0.138768 
0.150000 0.150000 0.139245 
0.150000 0.200000 0.139430 
0.150000 0.250000 0.139765 
0.150000 0.300000 0.140488 
0.150000 0.350000 0.140455 
0.150000 0.400000 0.141257 
0.150000 0.450000 0.141622 
0.150000 0.500000 0.141702 
0.150000 0.550000 0.142060 
0.150000 0.600000 0.141854 
0.150000 0.650000 0.142253 
0.150000 0.700000 0.142375 
0.150000 0.750000 0.143237 
0.150000 0.800000 0.143382 
0.150000 0.850000 0.143691 
0.150000 0.900000 0.143575 
0.150000 0.950000 0.144189 
0.200000 0.050000 0.184000 
0.200000 0.100000 0.185868 
0.200000 0.150000 0.186370 
0.200000 0.200000 0.186111 
0.200000 0.250000 0.186217 
0.200000 0.300000 0.186890 
0.200000 0.350000 0.186735 
0.200000 0.400000 0.187849 
0.200000 0.450000 0.188055 
0.200000 0.500000 0.188683 
0.200000 0.550000 0.188730 
0.200000 0.600000 0.189601 
0.200000 0.650000 0.189796 
0.200000 0.700000 0.189944 
0.200000 0.750000 0.190670 
0.200000 0.800000 0.190710 
0.200000 0.850000 0.191144 
0.200000 0.900000 0.191539 
0.200000 0.950000 0.192101 
0.250000 0.050000 0.232900 
0.250000 0.100000 0.232055 
0.250000 0.150000 0.230443 
0.250000 0.200000 0.232193 
0.250000 0.250000 0.232627 
0.250000 0.300000 0.233809 
0.250000 0.350000 0.233968 
0.250000 0.400000 0.235003 
