0.250000 0.450000 0.235316 
0.250000 0.500000 0.235474 
0.250000 0.550000 0.236044 
0.250000 0.600000 0.236793 
0.250000 0.650000 0.236716 
0.250000 0.700000 0.237319 
0.250000 0.750000 0.237599 
0.250000 0.800000 0.238269 
0.250000 0.850000 0.238472 
0.250000 0.900000 0.239429 
0.250000 0.950000 0.239832 
0.300000 0.050000 0.273900 
0.300000 0.100000 0.277415 
0.300000 0.150000 0.277875 
0.300000 0.200000 0.278884 
0.300000 0.250000 0.278495 
0.300000 0.300000 0.280382 
0.300000 0.350000 0.280562 
0.300000 0.400000 0.280804 
0.300000 0.450000 0.281421 
0.300000 0.500000 0.281601 
0.300000 0.550000 0.282840 
0.300000 0.600000 0.283070 
0.300000 0.650000 0.284049 
0.300000 0.700000 0.284514 
0.300000 0.750000 0.285254 
0.300000 0.800000 0.285555 
0.300000 0.850000 0.286256 
0.300000 0.900000 0.287072 
0.300000 0.950000 0.287834 
0.350000 0.050000 0.322300 
0.350000 0.100000 0.323661 
0.350000 0.150000 0.324874 
0.350000 0.200000 0.323448 
0.350000 0.250000 0.325065 
0.350000 0.300000 0.325798 
0.350000 0.350000 0.326406 
0.350000 0.400000 0.327974 
0.350000 0.450000 0.329309 
0.350000 0.500000 0.329109 
0.350000 0.550000 0.329560 
0.350000 0.600000 0.330631 
0.350000 0.650000 0.330424 
0.350000 0.700000 0.332075 
0.350000 0.750000 0.332598 
0.350000 0.800000 0.333382 
0.350000 0.850000 0.333682 
0.350000 0.900000 0.334775 
0.350000 0.950000 0.335323 
0.400000 0.050000 0.363500 
0.400000 0.100000 0.369015 
0.400000 0.150000 0.367883 
0.400000 0.200000 0.369287 
0.400000 0.250000 0.370811 
0.400000 0.300000 0.371803 
0.400000 0.350000 0.372044 
0.400000 0.400000 0.373618 
0.400000 0.450000 0.375049 
0.400000 0.500000 0.374972 
0.400000 0.550000 0.376325 
0.400000 0.600000 0.377080 
0.400000 0.650000 0.378080 
0.400000 0.700000 0.379133 
0.400000 0.750000 0.379315 
0.400000 0.800000 0.380428 
0.400000 0.850000 0.381486 
0.400000 0.900000 0.381841 
0.400000 0.950000 0.382892 
0.450000 0.050000 0.410800 
0.450000 0.100000 0.414139 
0.450000 0.150000 0.413227 
0.450000 0.200000 0.414764 
0.450000 0.250000 0.416244 
0.450000 0.300000 0.417708 
0.450000 0.350000 0.418128 
0.450000 0.400000 0.419345 
0.450000 0.450000 0.421373 
0.450000 0.500000 0.420836 
0.450000 0.550000 0.423062 
0.450000 0.600000 0.424035 
0.450000 0.650000 0.424514 
0.450000 0.700000 0.425484 
0.450000 0.750000 0.426979 
0.450000 0.800000 0.427361 
0.450000 0.850000 0.428161 
0.450000 0.900000 0.429652 
0.450000 0.950000 0.430383 
0.500000 0.050000 0.456200 
0.500000 0.100000 0.458427 
0.500000 0.150000 0.459005 
0.500000 0.200000 0.459228 
0.500000 0.250000 0.460652 
0.500000 0.300000 0.461351 
0.500000 0.350000 0.464247 
0.500000 0.400000 0.465709 
0.500000 0.450000 0.465758 
0.500000 0.500000 0.467238 
0.500000 0.550000 0.468566 
0.500000 0.600000 0.469519 
0.500000 0.650000 0.470318 
0.500000 0.700000 0.473007 
0.500000 0.750000 0.473293 
0.500000 0.800000 0.475095 
0.500000 0.850000 0.475519 
0.500000 0.900000 0.476858 
0.500000 0.950000 0.478327 
0.550000 0.050000 0.504000 
0.550000 0.100000 0.502971 
0.550000 0.150000 0.505005 
0.550000 0.200000 0.505936 
0.550000 0.250000 0.508148 
0.550000 0.300000 0.508306 
0.550000 0.350000 0.509492 
0.550000 0.400000 0.510831 
0.550000 0.450000 0.512004 
0.550000 0.500000 0.515339 
0.550000 0.550000 0.515161 
0.550000 0.600000 0.516876 
0.550000 0.650000 0.517701 
0.550000 0.700000 0.520001 
0.550000 0.750000 0.521107 
0.550000 0.800000 0.521754 
0.550000 0.850000 0.522887 
0.550000 0.900000 0.524773 
0.550000 0.950000 0.525153 
0.600000 0.050000 0.544200 
0.600000 0.100000 0.546427 
0.600000 0.150000 0.546596 
0.600000 0.200000 0.549647 
0.600000 0.250000 0.552491 
0.600000 0.300000 0.553322 
0.600000 0.350000 0.555180 
0.600000 0.400000 0.556749 
0.600000 0.450000 0.558404 
0.600000 0.500000 0.560247 
0.600000 0.550000 0.561233 
0.600000 0.600000 0.561810 
0.600000 0.650000 0.564692 
0.600000 0.700000 0.565803 
0.600000 0.750000 0.566894 
0.600000 0.800000 0.568439 
0.600000 0.850000 0.570069 
0.600000 0.900000 0.571749 
0.600000 0.950000 0.572563 
0.650000 0.050000 0.588000 
0.650000 0.100000 0.590496 
0.650000 0.150000 0.590962 
0.650000 0.200000 0.593080 
0.650000 0.250000 0.597140 
0.650000 0.300000 0.598512 
0.650000 0.350000 0.600281 
0.650000 0.400000 0.603427 
0.650000 0.450000 0.603243 
0.650000 0.500000 0.605326 
0.650000 0.550000 0.608479 
0.650000 0.600000 0.609850 
0.650000 0.650000 0.610168 
0.650000 0.700000 0.612459 
0.650000 0.750000 0.613657 
0.650000 0.800000 0.615299 
0.650000 0.850000 0.617376 
0.650000 0.900000 0.618355 
0.650000 0.950000 0.620688 
0.700000 0.050000 0.633000 
0.700000 0.100000 0.633646 
0.700000 0.150000 0.637597 
0.700000 0.200000 0.638129 
0.700000 0.250000 0.640212 
0.700000 0.300000 0.643809 
0.700000 0.350000 0.646130 
0.700000 0.400000 0.647251 
0.700000 0.450000 0.650629 
0.700000 0.500000 0.651133 
0.700000 0.550000 0.654057 
0.700000 0.600000 0.655440 
0.700000 0.650000 0.656622 
0.700000 0.700000 0.658695 
0.700000 0.750000 0.660602 
0.700000 0.800000 0.662511 
0.700000 0.850000 0.664336 
0.700000 0.900000 0.666209 
0.700000 0.950000 0.667716 
0.750000 0.050000 0.675000 
0.750000 0.100000 0.679056 
0.750000 0.150000 0.682062 
0.750000 0.200000 0.684168 
0.750000 0.250000 0.683887 
0.750000 0.300000 0.687237 
0.750000 0.350000 0.688749 
0.750000 0.400000 0.691262 
0.750000 0.450000 0.693236 
0.750000 0.500000 0.696971 
0.750000 0.550000 0.699065 
0.750000 0.600000 0.701140 
0.750000 0.650000 0.703232 
0.750000 0.700000 0.704551 
0.750000 0.750000 0.707096 
0.750000 0.800000 0.709374 
0.750000 0.850000 0.710522 
0.750000 0.900000 0.713121 
0.750000 0.950000 0.714523 
0.800000 0.050000 0.717100 
0.800000 0.100000 0.718737 
0.800000 0.150000 0.720460 
0.800000 0.200000 0.726851 
0.800000 0.250000 0.727688 
0.800000 0.300000 0.733540 
0.800000 0.350000 0.734451 
0.800000 0.400000 0.734407 
0.800000 0.450000 0.740121 
0.800000 0.500000 0.742615 
0.800000 0.550000 0.744224 
0.800000 0.600000 0.746390 
0.800000 0.650000 0.747531 
0.800000 0.700000 0.751629 
0.800000 0.750000 0.754464 
0.800000 0.800000 0.755551 
0.800000 0.850000 0.757974 
0.800000 0.900000 0.759731 
0.800000 0.950000 0.761213 
0.850000 0.050000 0.769800 
0.850000 0.100000 0.764345 
0.850000 0.150000 0.765972 
0.850000 0.200000 0.770218 
0.850000 0.250000 0.774088 
0.850000 0.300000 0.774007 
0.850000 0.350000 0.776446 
0.850000 0.400000 0.781138 
0.850000 0.450000 0.783804 
0.850000 0.500000 0.787026 
0.850000 0.550000 0.788983 
0.850000 0.600000 0.791221 
0.850000 0.650000 0.795303 
0.850000 0.700000 0.797316 
0.850000 0.750000 0.799952 
0.850000 0.800000 0.802107 
0.850000 0.850000 0.804338 
0.850000 0.900000 0.806036 
0.850000 0.950000 0.809011 
0.900000 0.050000 0.799100 
0.900000 0.100000 0.803338 
0.900000 0.150000 0.810363 
0.900000 0.200000 0.814525 
0.900000 0.250000 0.818186 
0.900000 0.300000 0.820847 
0.900000 0.350000 0.822006 
0.900000 0.400000 0.826313 
0.900000 0.450000 0.828687 
0.900000 0.500000 0.831218 
0.900000 0.550000 0.834545 
0.900000 0.600000 0.837782 
0.900000 0.650000 0.840245 
0.900000 0.700000 0.842501 
0.900000 0.750000 0.845659 
0.900000 0.800000 0.848486 
0.900000 0.850000 0.851458 
0.900000 0.900000 0.852533 
0.900000 0.950000 0.855681 
0.950000 0.050000 0.851300 
0.950000 0.100000 0.848549 
0.950000 0.150000 0.852234 
0.950000 0.200000 0.855592 
0.950000 0.250000 0.860110 
0.950000 0.300000 0.861527 
0.950000 0.350000 0.866006 
0.950000 0.400000 0.868720 
0.950000 0.450000 0.872702 
0.950000 0.500000 0.875328 
0.950000 0.550000 0.880477 
0.950000 0.600000 0.882089 
0.950000 0.650000 0.885567 
0.950000 0.700000 0.889423 
0.950000 0.750000 0.891538 
0.950000 0.800000 0.894394 
0.950000 0.850000 0.897517 
0.950000 0.900000 0.900575 
0.950000 0.950000 0.902350 
